number_of_qubits,number_of_classical_bits,depth,width,total_operations,single_qubit_gates,two_qubit_gates,three_qubit_gates,measurement_gates,parameterized_gates,entangling_gates,gate_ccx,gate_cp,gate_cx,gate_cz,gate_h,gate_measure,gate_rx,gate_ry,gate_rz,gate_s,gate_sdg,gate_swap,gate_sx,gate_t,gate_x,gate_y,gate_z
8,8,11,16,32,16,8,0,8,16,8,0,0,8,0,0,8,0,8,8,0,0,0,0,0,0,0,0
9,9,8,18,64,49,4,2,9,46,6,2,2,1,0,1,9,21,12,11,0,0,1,1,2,0,1,0
8,8,5,16,30,12,10,0,8,0,10,0,0,4,3,1,8,0,0,0,2,3,3,5,0,1,0,0
10,10,33,20,214,107,78,19,10,61,97,19,22,19,22,10,10,12,23,4,10,0,15,9,10,10,10,9
3,3,5,6,8,2,3,0,3,0,3,0,0,3,0,1,3,0,0,0,0,0,0,0,1,0,0,0
10,10,29,20,215,142,51,12,10,61,63,12,14,7,11,12,10,15,14,18,16,0,19,10,17,8,16,16
6,6,20,12,93,60,27,0,6,0,27,0,0,11,9,5,6,0,0,0,12,6,7,14,0,5,9,9
3,3,54,6,138,113,22,0,3,33,22,0,2,8,8,11,3,11,9,11,10,0,4,14,13,11,11,12
9,9,36,18,188,112,62,5,9,48,67,5,15,21,9,12,9,14,11,8,6,0,17,11,8,12,14,16
7,7,40,14,207,138,51,11,7,54,62,11,19,16,9,15,7,15,8,12,15,0,7,21,11,16,9,16
9,9,16,18,53,21,19,4,9,8,23,4,3,13,3,5,9,2,3,0,3,0,0,2,2,2,0,2
6,6,30,12,93,57,28,2,6,22,30,2,8,10,6,6,6,9,2,3,5,0,4,6,2,7,11,6
7,7,45,14,207,138,52,10,7,48,62,10,16,15,15,13,7,9,9,14,21,0,6,12,12,20,11,17
4,4,45,8,138,96,34,4,4,37,38,4,7,9,5,7,4,13,12,5,10,0,13,18,9,7,9,6
9,9,31,18,205,134,55,7,9,56,62,7,19,9,15,16,9,13,11,13,16,0,12,13,9,16,10,17
12,12,85,24,228,144,72,0,12,144,72,0,0,72,0,0,12,0,72,72,0,0,0,0,0,0,0,0
7,7,12,14,63,38,15,3,7,13,18,3,4,3,2,4,7,1,5,3,0,0,6,7,3,5,3,7
11,11,13,22,111,74,26,0,11,31,26,0,10,9,3,14,11,5,5,11,11,0,4,7,4,6,3,8
5,5,34,10,87,63,17,2,5,21,19,2,5,4,5,6,5,4,3,9,9,0,3,8,4,9,7,4
7,7,24,14,111,52,47,5,7,32,52,5,14,13,10,4,7,5,5,8,5,0,10,5,2,9,6,3
4,4,13,8,32,10,16,2,4,7,18,2,3,3,5,1,4,1,2,1,0,0,5,0,1,1,1,2
4,4,5,8,17,10,3,0,4,4,3,0,1,0,0,0,4,2,1,0,3,0,2,1,1,1,0,1
12,12,20,24,140,37,82,9,12,29,91,9,23,17,23,8,12,3,2,1,4,0,19,6,1,3,7,2
10,10,21,20,89,53,21,5,10,22,26,5,6,8,2,8,10,2,9,5,3,0,5,6,2,9,7,2
6,6,16,12,68,39,18,5,6,21,23,5,7,2,2,2,6,5,7,2,7,0,7,1,4,2,3,6
5,5,14,10,36,23,5,3,5,5,8,3,0,2,1,1,5,2,3,0,4,0,2,1,1,3,4,4
11,11,26,22,214,131,72,0,11,0,72,0,0,26,25,21,11,0,0,0,20,17,21,22,0,17,20,14
3,3,81,6,147,96,48,0,3,96,48,0,0,48,0,0,3,0,48,48,0,0,0,0,0,0,0,0
7,7,27,14,95,61,25,2,7,21,27,2,7,4,7,7,7,4,6,4,11,0,7,7,5,5,4,8
8,8,28,16,84,42,29,5,8,18,34,5,8,10,2,2,8,4,1,5,4,0,9,3,4,4,8,7
12,12,85,24,228,144,72,0,12,144,72,0,0,72,0,0,12,0,72,72,0,0,0,0,0,0,0,0
11,11,40,22,215,98,98,8,11,93,106,8,66,12,7,21,11,10,8,9,5,0,13,7,13,8,7,10
4,4,47,8,134,83,40,7,4,39,47,7,12,11,7,8,4,11,9,7,8,0,10,10,8,7,12,3
10,10,17,20,119,65,37,7,10,31,44,7,9,3,17,3,10,5,8,9,9,0,8,9,5,5,6,6
3,3,49,6,115,85,26,1,3,32,27,1,7,11,6,5,3,10,8,7,14,0,2,7,8,9,7,10
11,11,7,22,68,50,5,2,11,47,7,2,4,0,1,1,11,21,17,5,0,0,0,3,1,1,0,1
4,4,6,8,16,4,8,0,4,2,8,0,1,2,4,0,4,1,0,0,1,0,1,1,0,0,1,0
9,9,13,18,54,27,15,3,9,14,18,3,5,5,4,1,9,3,3,3,3,0,1,2,3,4,5,0
11,11,8,22,74,51,10,2,11,21,12,2,6,1,1,5,11,4,7,4,6,0,2,5,7,3,4,6
11,11,9,22,40,15,14,0,11,8,14,0,6,1,3,3,11,0,1,1,2,0,4,1,0,0,5,2
7,7,13,14,50,29,12,2,7,17,14,2,4,5,2,2,7,6,5,2,5,0,1,3,3,1,1,1
5,5,5,10,22,14,3,0,5,0,3,0,0,1,1,1,5,0,0,0,3,3,1,2,0,0,3,2
3,3,35,6,84,62,17,2,3,23,19,2,7,4,5,2,3,7,7,2,9,0,1,6,6,6,2,15
7,7,36,14,181,109,59,6,7,61,65,6,23,12,11,10,7,11,12,15,13,0,13,8,8,8,11,13
5,5,58,10,206,141,52,8,5,57,60,8,19,12,8,17,5,14,12,12,10,0,13,21,16,14,11,14
9,9,35,18,143,89,38,7,9,40,45,7,12,8,8,7,9,7,7,14,8,0,10,12,7,10,12,5
6,6,46,12,206,135,60,5,6,55,65,5,17,12,15,10,6,12,16,10,10,0,16,15,18,9,18,17
4,4,103,8,208,136,68,0,4,136,68,0,0,68,0,0,4,0,68,68,0,0,0,0,0,0,0,0
2,2,40,4,67,52,13,0,2,52,13,0,0,13,0,0,2,0,26,26,0,0,0,0,0,0,0,0
12,12,24,24,218,136,70,0,12,0,70,0,0,24,17,24,12,0,0,0,18,19,29,25,0,24,13,13
8,8,21,16,56,32,16,0,8,32,16,0,0,16,0,0,8,0,16,16,0,0,0,0,0,0,0,0
12,12,13,24,117,71,29,5,12,29,34,5,9,4,7,7,12,6,8,6,10,0,9,6,6,9,7,6
5,5,18,10,51,29,16,1,5,14,17,1,11,0,1,11,5,0,2,1,3,0,4,4,3,2,2,1
5,5,51,10,190,127,51,7,5,68,58,7,22,14,8,10,5,16,15,15,13,0,7,12,8,12,11,15
4,4,13,8,40,24,12,0,4,7,12,0,3,0,5,0,4,2,2,0,2,0,4,6,3,4,2,3
2,2,39,4,61,42,17,0,2,0,17,0,0,6,8,5,2,0,0,0,8,5,3,7,0,4,9,4
7,7,18,14,55,21,26,1,7,28,27,1,22,0,0,7,7,1,2,3,0,0,4,0,3,2,2,1
9,9,15,18,101,58,34,0,9,0,34,0,0,14,9,11,9,0,0,0,11,8,11,5,0,7,9,7
9,9,11,18,78,53,11,5,9,23,16,5,6,1,1,4,9,7,3,7,8,0,3,7,2,5,5,5
7,7,39,14,209,144,52,6,7,57,58,6,11,11,16,10,7,14,16,16,13,0,14,14,14,18,20,9
10,10,23,20,215,190,15,0,10,174,15,0,12,3,0,2,10,56,48,58,4,0,0,4,4,6,6,2
10,10,30,20,215,131,63,11,10,66,74,11,23,11,15,17,10,17,20,6,19,0,14,10,13,8,13,8
12,12,11,24,96,54,24,6,12,26,30,6,10,4,5,5,12,7,5,4,2,0,5,5,6,6,5,9
11,11,27,22,220,146,55,8,11,53,63,8,12,19,15,18,11,17,14,10,14,0,9,15,9,21,17,11
9,9,32,18,212,139,57,7,9,62,64,7,18,15,12,14,9,18,18,8,15,0,12,16,10,11,17,12
11,11,28,22,211,118,67,15,11,52,82,15,19,22,13,10,11,12,12,9,7,0,13,12,10,14,14,18
7,7,28,14,179,157,13,2,7,134,15,2,10,1,1,6,7,44,42,38,2,0,1,7,4,7,3,4
3,3,34,6,97,89,5,0,3,77,5,0,5,0,0,2,3,26,25,21,4,0,0,2,0,4,1,4
3,3,47,6,106,77,24,2,3,34,26,2,7,6,6,8,3,7,10,10,5,0,5,6,6,4,11,10
6,6,58,12,208,79,106,17,6,48,123,17,27,26,26,9,6,7,4,10,13,0,27,8,7,10,5,6
4,4,61,8,124,80,40,0,4,80,40,0,0,40,0,0,4,0,40,40,0,0,0,0,0,0,0,0
6,6,97,12,222,144,72,0,6,144,72,0,0,72,0,0,6,0,72,72,0,0,0,0,0,0,0,0
9,9,27,18,107,39,55,4,9,51,59,4,40,1,3,11,9,7,0,4,4,0,11,1,3,3,4,2
3,3,6,6,14,8,2,1,3,2,3,1,1,1,0,1,3,0,1,0,1,0,0,0,1,2,1,1
7,7,28,14,70,42,21,0,7,42,21,0,0,21,0,0,7,0,21,21,0,0,0,0,0,0,0,0
3,3,50,6,123,97,19,4,3,25,23,4,4,5,6,12,3,5,11,5,13,0,4,9,8,17,6,11
11,11,26,22,215,146,51,7,11,63,58,7,14,17,10,16,11,19,12,18,13,0,10,13,18,9,16,12
6,6,21,12,120,108,6,0,6,96,6,0,6,0,0,1,6,30,32,28,4,0,0,2,2,1,4,4
6,6,38,12,108,70,29,3,6,22,32,3,5,10,5,6,6,7,4,6,5,0,9,7,11,12,9,3
8,8,36,16,208,130,60,10,8,52,70,10,21,11,13,19,8,7,12,12,10,0,15,10,12,17,20,11
6,6,12,12,57,39,9,3,6,15,12,3,4,1,2,5,6,4,1,6,5,0,2,2,4,3,5,4
10,10,27,20,211,142,59,0,10,0,59,0,0,21,15,16,10,0,0,0,16,22,23,13,0,23,32,20
3,3,28,6,58,32,20,3,3,12,23,3,1,6,6,3,3,3,3,5,4,0,7,2,4,1,5,2
8,8,38,16,212,120,76,8,8,65,84,8,22,22,15,15,8,14,16,13,5,0,17,8,12,14,11,12
11,11,92,22,242,154,77,0,11,154,77,0,0,77,0,0,11,0,77,77,0,0,0,0,0,0,0,0
7,7,25,14,90,42,40,1,7,36,41,1,28,2,4,10,7,3,3,2,5,0,6,2,5,6,3,3
7,7,16,14,89,61,19,2,7,20,21,2,5,4,1,5,7,5,3,7,8,0,9,4,7,5,10,7
8,8,20,16,124,84,28,4,8,33,32,4,5,9,7,7,8,12,5,11,11,0,7,9,9,11,2,7
3,3,38,6,102,88,10,1,3,85,11,1,8,0,0,2,3,22,21,34,1,0,2,4,1,0,1,2
3,3,37,6,83,54,24,2,3,33,26,2,11,3,5,7,3,6,9,7,5,0,5,7,4,3,2,4
9,9,8,18,51,27,14,1,9,6,15,1,1,9,0,6,9,3,0,2,3,0,4,1,1,4,4,3
5,5,44,10,153,88,53,7,5,46,60,7,13,11,15,4,5,11,8,14,10,0,14,10,6,11,6,8
8,8,39,16,214,124,66,16,8,61,82,16,21,17,10,11,8,16,13,11,14,0,18,13,12,10,14,10
5,5,78,10,170,110,55,0,5,110,55,0,0,55,0,0,5,0,55,55,0,0,0,0,0,0,0,0
12,12,25,24,213,125,65,11,12,63,76,11,22,16,14,6,12,14,14,13,9,0,13,15,14,17,11,12
7,7,15,14,48,21,19,1,7,8,20,1,5,8,3,4,7,1,0,2,2,0,3,5,3,1,1,2
4,4,53,8,156,109,39,4,4,35,43,4,9,14,11,11,4,8,8,10,14,0,5,17,5,6,15,15
9,9,32,18,209,136,49,15,9,60,64,15,16,10,10,17,9,15,18,11,16,0,13,10,10,19,9,11
5,5,52,10,207,154,43,5,5,52,48,5,11,8,15,19,5,19,12,10,13,0,9,7,19,20,20,15
3,3,51,6,123,90,30,0,3,0,30,0,0,7,17,13,3,0,0,0,10,14,6,12,0,12,14,15
2,2,25,4,42,32,8,0,2,32,8,0,0,8,0,0,2,0,16,16,0,0,0,0,0,0,0,0
7,7,19,14,96,53,35,1,7,20,36,1,4,10,12,5,7,8,3,5,4,0,9,6,6,5,6,5
6,6,43,12,194,134,44,10,6,52,54,10,10,12,13,11,6,16,16,10,13,0,9,17,6,17,14,14
10,10,28,20,216,151,46,9,10,59,55,9,20,10,9,12,10,15,12,12,16,0,7,14,15,17,19,19
4,4,8,8,27,18,5,0,4,9,5,0,3,1,1,2,4,4,1,1,3,0,0,2,1,0,1,3
5,5,22,10,50,30,15,0,5,30,15,0,0,15,0,0,5,0,15,15,0,0,0,0,0,0,0,0
10,10,18,20,135,88,29,8,10,34,37,8,10,6,8,12,10,6,9,9,11,0,5,8,7,9,8,9
10,10,29,20,217,134,73,0,10,0,73,0,0,25,28,13,10,0,0,0,15,20,20,23,0,18,24,21
5,5,48,10,194,149,34,6,5,54,40,6,9,5,10,9,5,14,16,15,14,0,10,21,15,12,20,13
4,4,10,8,34,24,6,0,4,13,6,0,3,2,0,1,4,8,2,0,0,0,1,2,2,3,3,3
3,3,28,6,51,32,15,1,3,13,16,1,4,3,2,1,3,4,0,5,4,0,6,6,2,2,5,3
8,8,44,16,209,118,79,4,8,69,83,4,37,9,15,16,8,10,8,14,10,0,18,16,11,15,9,9
6,6,29,12,89,56,24,3,6,24,27,3,10,7,1,5,6,5,5,4,8,0,6,9,4,5,6,5
11,11,30,22,167,104,47,5,11,51,52,5,16,8,11,13,11,12,13,10,11,0,12,11,10,7,9,8
6,6,21,12,63,25,31,1,6,25,32,1,21,3,1,10,6,3,1,0,4,0,6,1,2,2,0,2
8,8,15,16,55,29,17,1,8,14,18,1,3,9,4,0,8,8,1,2,3,0,1,3,5,3,3,1
10,10,26,20,130,78,35,7,10,28,42,7,7,15,6,8,10,9,4,8,8,0,7,10,9,4,7,11
9,9,17,18,109,59,38,3,9,28,41,3,13,6,4,5,9,4,8,3,7,0,15,5,3,10,5,9
3,3,54,6,130,99,24,4,3,43,28,4,9,8,6,10,3,10,13,11,11,0,1,10,10,9,8,7
7,7,41,14,210,140,49,14,7,49,63,14,12,17,10,16,7,14,12,11,16,0,10,14,13,21,14,9
10,10,24,20,219,190,17,2,10,176,19,2,14,1,2,5,10,56,50,56,0,0,0,4,2,8,7,2
6,6,36,12,153,91,49,7,6,35,56,7,18,9,10,13,6,4,8,5,10,0,12,11,7,16,8,9
9,9,41,18,178,117,44,8,9,44,52,8,12,8,13,7,9,10,10,12,12,0,11,13,18,9,16,10
2,2,21,4,34,24,8,0,2,4,8,0,0,4,4,6,2,0,1,3,2,0,0,1,2,2,3,4
12,12,21,24,218,180,18,8,12,166,26,8,15,1,1,6,12,58,51,42,5,0,1,4,7,2,3,2
7,7,34,14,112,73,28,4,7,35,32,4,7,4,15,9,7,4,8,16,2,0,2,11,5,8,4,6
10,10,28,20,210,130,70,0,10,0,70,0,0,28,22,16,10,0,0,0,17,20,20,18,0,22,17,20
12,12,38,24,202,124,58,8,12,59,66,8,13,19,12,12,12,12,16,18,6,0,14,12,14,19,7,8
5,5,15,10,35,20,10,0,5,20,10,0,0,10,0,0,5,0,10,10,0,0,0,0,0,0,0,0
6,6,27,12,129,92,29,2,6,44,31,2,12,4,4,8,6,10,13,9,11,0,9,10,10,6,8,7
8,8,36,16,212,133,66,5,8,62,71,5,18,12,16,11,8,17,16,11,14,0,20,15,15,10,12,12
10,10,26,20,108,37,60,1,10,55,61,1,47,4,2,13,10,4,2,2,4,0,7,2,3,1,3,3
8,8,41,16,104,64,32,0,8,64,32,0,0,32,0,0,8,0,32,32,0,0,0,0,0,0,0,0
12,12,20,24,219,187,19,1,12,177,20,1,16,2,1,5,12,54,53,54,2,0,0,3,3,8,5,0
8,8,91,16,224,144,72,0,8,144,72,0,0,72,0,0,8,0,72,72,0,0,0,0,0,0,0,0
12,12,85,24,228,144,72,0,12,144,72,0,0,72,0,0,12,0,72,72,0,0,0,0,0,0,0,0
4,4,43,8,133,96,29,4,4,35,33,4,8,7,9,8,4,13,11,3,13,0,5,7,13,9,8,11
6,6,46,12,207,144,45,12,6,58,57,12,9,16,13,13,6,17,13,19,10,0,7,18,18,8,12,16
2,2,30,4,43,25,16,0,2,17,16,0,4,5,3,4,2,5,2,6,1,0,4,2,0,3,1,1
10,10,41,20,213,101,97,5,10,89,102,5,60,6,13,16,10,11,10,8,9,0,18,14,9,9,9,6
12,12,25,24,221,144,57,8,12,55,65,8,17,16,15,17,12,10,15,13,13,0,9,13,20,9,16,18
8,8,9,16,56,33,14,1,8,20,15,1,8,1,4,4,8,3,7,2,4,0,1,4,3,3,2,1
6,6,22,12,69,32,29,2,6,28,31,2,18,4,1,8,6,1,3,6,4,0,6,2,0,4,1,3
11,11,8,22,67,36,19,1,11,12,20,1,4,6,5,1,11,4,1,3,6,0,4,4,6,5,5,1
12,12,24,24,219,138,69,0,12,0,69,0,0,26,20,24,12,0,0,0,12,16,23,21,0,19,23,23
10,10,10,20,52,29,12,1,10,12,13,1,1,2,6,2,10,3,4,4,4,0,3,3,2,1,2,4
3,3,9,6,22,14,5,0,3,5,5,0,0,1,2,0,3,1,2,2,3,0,2,0,2,1,0,3
5,5,20,10,49,32,11,1,5,15,12,1,5,2,2,3,5,2,3,5,1,0,2,5,1,5,4,3
8,8,34,16,213,152,47,6,8,57,53,6,12,15,5,17,8,13,12,20,16,0,15,14,16,5,17,22
10,10,20,20,89,50,28,1,10,14,29,1,4,14,4,9,10,5,2,3,7,0,6,5,5,3,3,8
3,3,10,6,22,12,6,1,3,9,7,1,3,2,0,2,3,5,1,0,1,0,1,1,2,0,0,0
5,5,92,10,200,130,65,0,5,130,65,0,0,65,0,0,5,0,65,65,0,0,0,0,0,0,0,0
6,6,38,12,157,107,42,2,6,36,44,2,12,13,10,13,6,8,8,8,12,0,7,9,15,7,13,14
10,10,8,20,56,29,15,2,10,11,17,2,4,9,1,9,10,1,2,4,0,0,1,2,2,3,1,5
5,5,21,10,63,37,21,0,5,18,21,0,11,3,1,6,5,5,0,2,2,0,6,3,4,4,4,7
7,7,40,14,210,133,70,0,7,0,70,0,0,24,26,19,7,0,0,0,18,19,20,21,0,20,21,15
10,10,22,20,92,52,26,4,10,24,30,4,11,8,3,6,10,3,2,8,11,0,4,5,5,3,5,4
11,11,15,22,128,83,31,3,11,37,34,3,11,6,8,10,11,11,7,8,9,0,6,8,9,10,4,7
9,9,17,18,111,67,28,7,9,24,35,7,8,6,8,6,9,2,6,8,5,0,6,10,8,5,11,6
11,11,92,22,242,154,77,0,11,154,77,0,0,77,0,0,11,0,77,77,0,0,0,0,0,0,0,0
5,5,59,10,205,134,58,8,5,50,66,8,15,21,12,17,5,10,11,14,13,0,10,17,14,12,9,17
7,7,91,14,217,140,70,0,7,140,70,0,0,70,0,0,7,0,70,70,0,0,0,0,0,0,0,0
5,5,49,10,171,116,47,3,5,40,50,3,18,11,6,19,5,5,5,12,13,0,12,16,14,11,13,8
9,9,89,18,225,144,72,0,9,144,72,0,0,72,0,0,9,0,72,72,0,0,0,0,0,0,0,0
10,10,16,20,113,70,24,9,10,27,33,9,6,9,7,10,10,8,2,11,5,0,2,5,8,7,4,10
8,8,20,16,122,81,28,5,8,29,33,5,11,8,4,7,8,7,3,8,9,0,5,10,10,5,9,13
6,6,9,12,24,12,6,0,6,12,6,0,0,6,0,0,6,0,6,6,0,0,0,0,0,0,0,0
4,4,50,8,150,101,40,5,4,37,45,5,9,12,10,6,4,6,13,9,13,0,9,14,13,6,9,12
7,7,91,14,217,140,70,0,7,140,70,0,0,70,0,0,7,0,70,70,0,0,0,0,0,0,0,0
3,3,9,6,19,10,6,0,3,5,6,0,2,2,2,3,3,0,2,1,0,0,0,1,0,2,1,0
2,2,34,4,52,34,16,0,2,19,16,0,4,5,2,3,2,8,4,3,5,0,5,3,1,3,1,3
9,9,31,18,215,149,50,7,9,56,57,7,16,9,12,11,9,12,13,15,17,0,13,9,24,14,20,14
3,3,59,6,142,107,29,3,3,37,32,3,12,6,6,15,3,9,9,7,13,0,5,11,10,15,12,6
4,4,22,8,62,41,17,0,4,12,17,0,3,8,5,5,4,5,0,4,4,0,1,6,6,4,3,4
8,8,20,16,65,20,35,2,8,31,37,2,28,3,0,9,8,0,2,1,2,0,4,1,3,0,0,2
6,6,24,12,133,118,7,2,6,103,9,2,5,1,0,1,6,29,33,36,7,0,1,3,2,3,2,2
9,9,31,18,208,137,53,9,9,48,62,9,15,6,17,20,9,9,14,10,17,0,15,14,12,15,17,9
4,4,49,8,100,64,32,0,4,64,32,0,0,32,0,0,4,0,32,32,0,0,0,0,0,0,0,0
2,2,48,4,78,59,17,0,2,22,17,0,6,5,3,11,2,3,6,7,7,0,3,4,5,2,9,5
8,8,11,16,69,42,19,0,8,0,19,0,0,7,5,10,8,0,0,0,2,7,7,8,0,10,1,4
5,5,49,10,188,130,49,4,5,53,53,4,14,10,12,12,5,9,13,17,10,0,13,14,17,15,12,11
8,8,16,16,101,67,25,1,8,24,26,1,8,7,5,3,8,7,4,5,4,0,5,8,10,9,10,7
11,11,31,22,185,124,44,6,11,68,50,6,19,14,5,10,11,10,19,20,15,0,6,9,12,11,8,10
7,7,24,14,99,63,25,4,7,23,29,4,6,11,5,7,7,8,4,5,8,0,3,6,6,8,3,8
12,12,14,24,116,57,42,5,12,27,47,5,11,14,7,5,12,7,5,4,7,0,10,8,3,6,7,5
4,4,11,8,43,38,1,0,4,32,1,0,1,0,0,1,4,9,12,10,0,0,0,1,0,3,1,1
3,3,55,6,131,100,22,6,3,48,28,6,8,2,5,11,3,16,15,9,20,0,7,8,6,5,4,6
8,8,25,16,100,63,25,4,8,27,29,4,6,4,9,8,8,6,5,10,6,0,6,6,7,6,2,7
7,7,91,14,217,140,70,0,7,140,70,0,0,70,0,0,7,0,70,70,0,0,0,0,0,0,0,0
2,2,23,4,39,31,6,0,2,11,6,0,2,3,1,4,2,3,2,4,4,0,0,3,2,4,3,2
3,3,15,6,30,13,13,1,3,4,14,1,2,1,6,1,3,0,1,1,1,0,4,2,6,1,0,0
11,11,32,22,160,70,77,2,11,84,79,2,62,4,4,18,11,7,6,9,6,0,7,2,2,8,6,6
8,8,44,16,212,129,66,9,8,74,75,9,39,9,3,16,8,7,15,13,12,0,15,15,16,15,9,11
5,5,56,10,204,147,44,8,5,53,52,8,9,15,10,18,5,20,15,9,20,0,10,15,7,16,16,11
3,3,11,6,26,16,7,0,3,8,7,0,2,1,3,1,3,2,2,2,1,0,1,1,1,0,2,4
10,10,28,20,211,143,52,6,10,58,58,6,16,15,10,19,10,14,19,9,15,0,11,7,16,19,8,17
4,4,9,8,28,17,6,1,4,7,7,1,3,0,2,0,4,1,2,1,2,0,1,2,3,3,1,2
8,8,41,16,144,83,47,6,8,35,53,6,13,8,16,3,8,5,8,9,9,0,10,3,11,13,9,13
11,11,26,22,217,137,69,0,11,0,69,0,0,20,26,24,11,0,0,0,25,18,23,20,0,16,13,21
11,11,19,22,155,95,44,5,11,47,49,5,17,9,10,11,11,6,15,9,8,0,8,16,13,4,6,7
8,8,26,16,101,44,47,2,8,39,49,2,31,3,4,12,8,3,0,5,7,0,9,4,3,0,4,6
7,7,17,14,46,10,28,1,7,25,29,1,24,0,0,7,7,0,1,0,1,0,4,0,1,0,0,0
3,3,6,6,10,3,4,0,3,3,4,0,2,2,0,1,3,0,1,0,0,0,0,0,0,1,0,0
12,12,36,24,221,131,66,12,12,51,78,12,17,24,11,14,12,13,8,13,10,0,14,11,17,12,16,17
4,4,15,8,46,28,14,0,4,11,14,0,4,2,2,4,4,5,0,2,4,0,6,6,0,1,2,4
2,2,59,4,92,66,24,0,2,29,24,0,9,3,6,9,2,5,7,8,5,0,6,9,7,5,4,7
11,11,6,22,50,25,12,2,11,10,14,2,4,2,3,1,11,1,3,2,4,0,3,1,3,3,4,3
4,4,54,8,193,167,21,1,4,159,22,1,18,1,0,2,4,52,46,43,2,0,2,1,7,4,7,3
9,9,16,18,63,35,17,2,9,19,19,2,5,6,1,2,9,3,3,8,4,0,5,3,2,3,2,5
3,3,4,6,12,9,0,0,3,3,0,0,0,0,0,1,3,1,1,1,0,0,0,0,1,0,3,1
2,2,15,4,28,24,2,0,2,4,2,0,0,2,0,3,2,1,2,1,2,0,0,3,2,3,2,5
12,12,24,24,212,133,58,9,12,53,67,9,20,11,15,15,12,10,12,11,12,0,12,20,15,16,14,8
10,10,7,20,59,39,9,1,10,8,10,1,1,3,2,4,10,1,1,5,5,0,3,2,7,3,5,6
5,5,50,10,186,127,47,7,5,40,54,7,13,10,8,18,5,10,12,5,14,0,16,10,17,15,15,11
5,5,29,10,92,68,16,3,5,27,19,3,5,3,2,9,5,8,6,8,9,0,6,3,7,6,7,5
2,2,14,4,20,10,8,0,2,7,8,0,5,1,0,1,2,0,1,1,2,0,2,0,1,2,2,0
5,5,32,10,103,84,14,0,5,34,14,0,5,5,1,8,5,8,11,10,7,0,3,9,13,9,6,3
2,2,21,4,29,20,7,0,2,9,7,0,2,1,2,1,2,4,2,1,2,0,2,3,1,2,0,4
12,12,16,24,171,142,13,4,12,134,17,4,11,1,1,3,12,48,42,33,5,0,0,2,4,3,0,2
6,6,21,12,72,41,21,4,6,22,25,4,4,10,4,5,6,6,6,6,2,0,3,1,6,1,3,5
10,10,8,20,59,32,13,4,10,10,17,4,4,4,3,4,10,3,2,1,5,0,2,4,6,1,4,2
12,12,28,24,156,88,53,3,12,32,56,3,9,25,6,6,12,7,8,8,8,0,13,7,10,16,6,12
8,8,36,16,212,137,58,9,8,64,67,9,19,14,9,16,8,15,12,18,13,0,16,7,12,18,10,16
4,4,30,8,80,50,21,5,4,22,26,5,8,6,4,10,4,3,8,3,6,0,3,5,5,2,2,6
7,7,5,14,24,11,5,1,7,3,6,1,2,3,0,5,7,0,0,1,1,0,0,1,1,1,1,0
4,4,27,8,82,56,20,2,4,21,22,2,3,10,6,6,4,5,5,8,4,0,1,6,5,4,5,8
4,4,57,8,167,115,44,4,4,43,48,4,9,15,8,14,4,9,10,15,16,0,12,12,6,12,10,11
2,2,23,4,34,21,11,0,2,9,11,0,4,2,2,3,2,2,1,2,1,0,3,2,3,3,3,1
3,3,47,6,109,78,26,2,3,39,28,2,15,5,4,10,3,3,11,10,7,0,2,4,10,7,7,9
8,8,21,16,130,85,36,1,8,34,37,1,11,11,7,11,8,7,8,8,6,0,7,13,7,8,7,10
5,5,5,10,18,7,5,1,5,3,6,1,1,1,0,1,5,0,0,2,1,0,3,1,1,0,0,1
12,12,24,24,214,135,60,7,12,68,67,7,22,17,9,17,12,16,12,18,10,0,12,11,12,11,14,14
8,8,36,16,212,137,58,9,8,66,67,9,17,14,13,17,8,15,15,19,12,0,14,11,12,7,12,17
10,10,17,20,130,86,28,6,10,33,34,6,8,5,9,8,10,10,10,5,8,0,6,5,9,11,10,10
12,12,16,24,155,106,37,0,12,45,37,0,14,10,11,15,12,13,8,10,8,0,2,9,8,11,15,9
8,8,36,16,212,141,50,13,8,66,63,13,11,15,10,7,8,20,17,18,16,0,14,12,9,8,24,10
2,2,4,4,8,6,0,0,2,4,0,0,0,0,0,0,2,0,1,3,0,0,0,2,0,0,0,0
7,7,29,14,105,74,21,3,7,36,24,3,12,2,0,5,7,7,10,7,2,0,7,14,11,4,9,5
7,7,4,14,16,7,2,0,7,2,2,0,0,0,1,2,7,1,0,1,1,0,1,0,1,0,1,0
12,12,20,24,218,187,16,3,12,168,19,3,13,2,0,4,12,52,45,58,2,0,1,6,8,4,5,3
6,6,46,12,208,136,64,2,6,67,66,2,28,14,11,17,6,22,8,9,12,0,11,19,13,11,14,11
3,3,36,6,84,57,24,0,3,0,24,0,0,7,9,6,3,0,0,0,9,8,8,9,0,9,11,5
4,4,58,8,175,126,42,3,4,56,45,3,11,10,7,6,4,10,15,20,10,0,14,13,10,12,15,15
5,5,23,10,82,46,29,2,5,22,31,2,8,11,3,3,5,2,7,5,4,0,7,3,4,8,5,5
3,3,12,6,20,9,7,1,3,5,8,1,3,1,0,3,3,1,0,1,1,0,3,2,1,0,0,0
6,6,38,12,209,188,11,4,6,167,15,4,8,2,1,1,6,48,47,64,5,0,0,2,5,8,4,4
